cohort,comarca,year,row_idx,yield_tha,lag_yield,wd_S_pre_mean,wd_S5_mean,wd_S6_mean,wd_S7_mean,wd_S8_mean
all_olive,Pallars Jussà,2016,108,0.0001111111111111,-0.0165555555555554,0.9385890450246137,0.8330676395322947,-2.9228633068083814,-1.7299567407341305,3.8643036444756977
all_olive,Pallars Jussà,2017,109,0.140111111111111,0.0134444444444445,1.2897915554886887,-0.3018380146223438,-3.2849380036854012,-1.9036351025892235,-0.7163004288259817
all_olive,Pallars Jussà,2018,110,0.0401111111111111,0.1534444444444445,2.1635008041055452,1.8824160286465648,1.6236113808402912,-0.543096335969079,4.243019972842339
all_olive,Pallars Jussà,2019,111,0.0601111111111111,0.0534444444444445,-0.0005756087275126547,-0.592973623345338,-2.091367299056479,-1.725522072108298,2.0946423392552806
all_olive,Pallars Jussà,2020,112,0.130111111111111,0.0734444444444445,0.36003213781128873,1.5109077252801075,1.5187063070204183,-1.6283514900492015,2.3089267143656547
all_olive,Pallars Jussà,2021,113,0.130111111111111,0.1434444444444444,1.2828479963307924,-0.641387561083968,-1.0001385723449743,-1.3805069115272637,1.4302937341188746
all_olive,Pallars Jussà,2022,114,-0.4338888888888889,0.1434444444444444,0.49949045116700225,-0.3191036020459208,-4.022493465982226,-0.9966479714425565,0.6901457755949957
all_olive,Pallars Jussà,2023,115,-0.1568888888888888,-0.4205555555555554,0.21972831230333287,-2.389217337098981,1.4154554058246462,-1.2772123542827576,0.9659767374919005
all_olive,Pallars Jussà,2024,116,0.0901111111111111,-0.1435555555555554,1.0827671684047406,0.6477542172021259,-0.3756091503464449,-0.2730593585447227,0.6097111675213566
all_olive,Priorat,2016,117,0.5058888888888889,0.3046666666666666,-0.7246850002950559,-1.3998373312393753,-5.191337399858804,-3.4353078288622383,0.9214482536273346
all_olive,Priorat,2017,118,0.3208888888888889,0.3856666666666666,0.05104575878962367,-2.2909073006333913,-4.767312867229893,-3.853053553360047,-1.4242556087140523
all_olive,Priorat,2018,119,-0.149111111111111,0.2006666666666665,0.31073452099423177,-1.4099448540141408,-2.2093589654635815,-2.530061884682191,3.118999966298275
