doy,beta_fpls_k1,beta_fpls_k2,beta_fpls_k3,beta_bayesian_median,beta_bayesian_q05,beta_bayesian_q95
269,-0.0059948161536469875,-0.008737448636205514,-0.016741383002347014,0.0037166004067730593,0.0009442122460165394,0.006281077033863969
270,-0.005411709781805697,-0.00800356549058245,-0.017143137861438087,0.0038253031221517435,0.0010206771770594795,0.006456004821720574
271,-0.010194040137480594,-0.014846834110368834,-0.024867361630055422,0.003940321184396564,0.001082275670606575,0.006641039845607255
272,-0.002795776896087181,-0.004356700655768619,-0.014815663057662987,0.004055666661621898,0.001146827393305054,0.006822278671799607
273,-0.006730607846828308,-0.009704421230767847,-0.01906943413717103,0.0041688885975830915,0.001212394130602154,0.007017236855757753
274,-0.005285387867064007,-0.007643916248231301,-0.018195753420712942,0.0042895562050274645,0.001271813695899176,0.007214941211139223
275,-0.010533948917682659,-0.014943932996424167,-0.02551266736397834,0.0044207714325851435,0.0013361297308676294,0.007417490847689214
276,-0.0033891347233242384,-0.004462231342335515,-0.009927605424253017,0.004545102395479694,0.0014111124443326893,0.00761959682988747
277,-0.0024318531667775816,-0.0031307970302089576,-0.008480139723679794,0.004675041149937815,0.0014733792580845697,0.007813124970210111
278,0.0035109273530531315,0.006226609848981037,0.007915978481210912,0.004800592954538044,0.001534095956593593,0.008013665397437444
279,0.003626622047299436,0.006243454221613983,0.0063913347818313655,0.004930713137642623,0.0015941712587141416,0.00822601573914745
280,0.01107818506308015,0.016004168409846344,0.016941014790988983,0.005059920468408235,0.0016796300844551836,0.008445080724294795
281,0.005692481927205262,0.008537116469899783,0.005934895189324714,0.005198269398815757,0.0017291755546811633,0.008671572246904992
282,0.0008728630125668006,0.002246652718156214,0.0007086998388639731,0.005339903825702046,0.001781303822090592,0.008910315244462935
283,0.0014976154270760005,0.002617216855003669,-0.0006958684841957576,0.005480883728109879,0.0018491711572218342,0.009133396545444896
284,0.004473740468761806,0.00671629523109563,0.005134103347009326,0.005618195858224926,0.001918262015409028,0.009381173519423355
